time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
0.86086,0.139198,0.443882,0.821058,0.330842,0.997019,-0.076582,-0.008735,0.003473,-0.153391,-0.016887,0.008264,-0.275641,0.008511,0.06624,0.988652,0.258962,0.230141,-8.308511,23.135984,20.770388,-67.107628,30.062418,75.880219,7.201746
0.87087,0.136978,0.447527,0.816849,0.337215,0.99761,-0.068515,-0.008899,0.000143,-0.137157,-0.017737,0.001504,-0.333265,-0.08006,0.089169,0.951802,0.189413,0.153306,-8.308511,23.135984,20.770388,-58.898933,32.845024,74.210655,7.00174
0.88088,0.135022,0.451325,0.812376,0.343687,0.998126,-0.060373,-0.009285,-0.003523,-0.12077,-0.018963,-0.005913,-0.351728,-0.113397,0.112786,0.938284,0.167411,0.118721,-7.816526,22.609324,21.024567,-61.890236,29.923286,76.158478,7.151744
0.89089,0.133434,0.455605,0.807175,0.350839,0.998588,-0.051531,-0.01016,-0.007981,-0.102958,-0.021116,-0.014896,-0.411311,-0.109195,0.107265,0.97569,0.111474,0.099091,-7.816526,22.609324,21.024567,-72.255455,27.001547,83.949783,7.201746
0.9009,0.132638,0.460465,0.801331,0.358117,0.998932,-0.042645,-0.011559,-0.013489,-0.085014,-0.024247,-0.025974,-0.463684,-0.099743,0.070027,1.008837,0.038195,0.105634,-6.996552,22.170439,21.448202,-79.211975,16.984156,89.584564,7.151744
0.91091,0.13242,0.466518,0.794429,0.365661,0.999146,-0.033284,-0.01318,-0.020627,-0.066041,-0.027714,-0.040367,-0.422435,0.002441,0.125811,1.080316,0.114457,0.137789,-6.996552,22.170439,21.448202,-87.211975,6.549374,104.262825,6.814234
0.92092,0.133072,0.472113,0.78763,0.372881,0.999191,-0.024665,-0.015509,-0.027724,-0.048475,-0.032366,-0.054694,-0.419161,0.014146,0.13407,1.091426,0.105507,0.140781,-6.668563,21.994884,21.787109,-89.159805,-1.033235,95.428047,6.864235
0.93093,0.133761,0.477299,0.781547,0.378784,0.999109,-0.017426,-0.017351,-0.034312,-0.033659,-0.035876,-0.068054,-0.36572,-0.034154,0.152587,1.027725,0.122661,0.136481,-6.668563,21.994884,21.787109,-75.107628,-5.554975,85.758476,7.00174
0.94094,0.134631,0.482771,0.775877,0.383174,0.998914,-0.011602,-0.018491,-0.041158,-0.021673,-0.037906,-0.081947,-0.284846,-0.06349,0.125355,0.960135,0.131798,0.186209,-5.602597,22.082661,22.464922,-60.429367,-15.989757,83.045433,7.289248
0.95095,0.135905,0.488404,0.770489,0.386444,0.998623,-0.006945,-0.019347,-0.048269,-0.012013,-0.03932,-0.096361,-0.219118,-0.030154,0.056189,0.947728,0.116508,0.28286,-5.602597,22.082661,22.464922,-51.385891,-26.354975,79.288918,7.226747
